Category,Message,Sent_Time,Source_IP,Source_Location,Sent_Hour,IP_Frequency,Country_'Germany',Country_'Hong Kong',Country_'Indonesia',Country_'Malaysia',Country_'Netherlands',Country_'Romania',Country_'Singapore',Country_'Thailand',Country_'United States',State_'Bangkok',State_'Bucharest',State_'Central',State_'DKI Jakarta',State_'Hesse',State_'Hong Kong',State_'Kuala Lumpur',State_'North Holland',State_'Selangor',State_'Virginia'
0,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.",2025-10-27 11:24:17,172.16.78.251,"('Thailand', 'Bangkok')",11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,2025-10-27 01:50:32,185.220.100.125,"('Hong Kong', 'Hong Kong')",1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,2025-10-27 11:28:59,203.0.113.203,"('Thailand', 'Bangkok')",11,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",2025-10-27 00:24:27,37.120.193.126,"('Netherlands', 'North Holland')",0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,"Sorry, I'll call later in meeting.",2025-10-27 14:25:23,124.13.215.229,"('Malaysia', 'Kuala Lumpur')",14,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,Tell where you reached,2025-10-27 13:33:00,172.16.105.4,"('Singapore', 'Central')",13,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Yes..gauti and sehwag out of odi series.,2025-10-27 09:41:08,172.16.54.188,"('Malaysia', 'Selangor')",9,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,2025-10-27 11:23:21,10.0.55.249,"('Indonesia', 'DKI Jakarta')",11,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Ha ha ha good joke. Girls are situation seekers.,2025-10-27 13:27:28,192.168.252.84,"('Thailand', 'Bangkok')",13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Its a part of checking IQ,2025-10-27 11:48:58,192.168.82.2,"('Malaysia', 'Selangor')",11,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,"Sorry my roommates took forever, it ok if I come by now?",2025-10-27 11:46:04,124.13.18.138,"('Indonesia', 'DKI Jakarta')",11,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,2025-10-27 09:27:17,172.16.51.213,"('Indonesia', 'DKI Jakarta')",9,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",2025-10-27 02:22:56,37.120.60.35,"('Netherlands', 'North Holland')",2,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",2025-10-27 16:34:12,124.13.203.151,"('Netherlands', 'North Holland')",16,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",2025-10-27 01:41:17,185.220.100.224,"('Romania', 'Bucharest')",1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",2025-10-27 04:26:03,198.51.100.178,"('Netherlands', 'North Holland')",4,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,I plane to give on this month end.,2025-10-27 09:09:10,172.16.164.175,"('Thailand', 'Bangkok')",9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Wah lucky man... Then can save money... Hee...,2025-10-27 14:47:44,203.0.113.212,"('Malaysia', 'Selangor')",14,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,Finished class where are you.,2025-10-27 13:02:41,172.16.243.156,"('Indonesia', 'DKI Jakarta')",13,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,2025-10-27 15:20:59,192.168.131.66,"('United States', 'Virginia')",15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,K..k:)where are you?how did you performed?,2025-10-27 17:26:54,124.13.24.253,"('Singapore', 'Central')",17,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,U can call me now...,2025-10-27 18:11:11,203.0.113.132,"('Malaysia', 'Selangor')",18,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,I am waiting machan. Call me once you free.,2025-10-27 12:30:54,172.16.138.247,"('Indonesia', 'DKI Jakarta')",12,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Thats cool. i am a gentleman and will treat you with dignity and respect.,2025-10-27 18:02:23,203.0.113.174,"('Thailand', 'Bangkok')",18,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,I like you peoples very much:) but am very shy pa.,2025-10-27 11:19:49,172.16.94.223,"('Malaysia', 'Kuala Lumpur')",11,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,Does not operate after  &lt;#&gt;  or what,2025-10-27 13:53:26,10.0.175.199,"('Singapore', 'Central')",13,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Its not the same here. Still looking for a job. How much do Ta's earn there.,2025-10-27 13:28:00,124.13.29.242,"('Indonesia', 'DKI Jakarta')",13,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,"Sorry, I'll call later",2025-10-27 17:41:59,10.0.82.42,"('Malaysia', 'Kuala Lumpur')",17,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,K. Did you call me just now ah?,2025-10-27 14:55:40,10.0.217.83,"('Indonesia', 'DKI Jakarta')",14,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Ok i am on the way to home hi hi,2025-10-27 12:49:01,192.168.184.247,"('Indonesia', 'DKI Jakarta')",12,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,You will be in the place of that man,2025-10-27 17:13:36,124.13.109.77,"('Thailand', 'Bangkok')",17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Yup next stop.,2025-10-27 13:36:03,185.220.100.19,"('Malaysia', 'Kuala Lumpur')",13,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,"I call you later, don't have network. If urgnt, sms me.",2025-10-27 09:59:36,192.168.191.49,"('Thailand', 'Bangkok')",9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,2025-10-27 14:46:01,124.13.198.39,"('Indonesia', 'DKI Jakarta')",14,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
